ID,Property Name,City,Region,Type,Mobile (WhatsApp),Email,Website
IT025580,"Guest House o Affittacamere PALAZZO SENESI",Roma,Lazio,Altro,+393288886686,palazzosenesi@gmail.com,
IT025581,"GUEST HOUSE O AFFITTACAMERE SKYINN",Roma,Lazio,Altro,+393332835718,rossoitalia2023@gmail.com,
IT025582,"RESIDENZA NOBILE LAURINA GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393204324355,rosyzuccarella@tiscali.it,
IT025583,"GUEST HOUSE O AFFITTACAMERE G.H.V.",Roma,Lazio,Altro,+393487335118,paolopetrucci@hotmail.com,
IT025584,"VATICAN CITY GUEST HOUSE",Roma,Lazio,Altro,+393407327076,paolocollavini@gmail.com,
IT025586,"roominnvatican  guest house o affittacamere",Roma,Lazio,Altro,+393343013625,paolo.manchia@alice.it,
IT025587,"roman holidays nel cuore dell'impero guest house o affittacamere",Roma,Lazio,Altro,+393476589831,paolo.ciallella@gmail.com,
IT025588,"roman holidays boutique guest house o affittacamere",Roma,Lazio,Altro,+393476589831,paolo.ciallella@gmail.com,
IT025589,"GUEST HOUSE O AFFITTACAMERE ROYAL APARTMENT",Roma,Lazio,Altro,+393513060960,royal.dirienzo@gmail.com,
IT025594,"Casa per ferie Casa San Giovanni",Roma,Lazio,Altro,+393402454014,palmina.ascitalia@hotmail.it,
IT025596,"SANTA MARIA MAGGIORE LUXURY guest house o affittacamere",Roma,Lazio,Altro,+393925039700,rriton@yahoo.it,
IT025598,"DOLCE VITA ROME BED & BREAKFAST",Roma,Lazio,B&B,+393298067198,rsmarirs@gmail.com,
IT025600,"Guest House o affittacamere Felix rooms",Roma,Lazio,Altro,+393293149543,s.m.appartamenti@gmail.com,
IT025602,"PALLADINI LUXURY Guest House o Affittacamere",Roma,Lazio,Altro,+393278460265,palladinisrl@lamiapec.it,
IT025612,"RAINBOW ROOMS GUEST HOUSE",Roma,Lazio,Altro,+393661269218,rainbowrooms102@gmail.com,
IT025613,"RESIDENZA IMPERIALE GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393396609867,residenzegroup@gmail.com,
IT025614,"RICKYHOME guest house o affittacamere",Roma,Lazio,Altro,+393472642437,rafroma71@gmail.com,
IT025616,"Guest House o Affittacamere Croce Apartments 2",Roma,Lazio,Altro,+39330573200,rhomeeliteapartments@gmail.com,
IT025617,"RICKY SUITES guest house o affittacamere",Roma,Lazio,Altro,+393488028841,rafroma08@gmail.com,
IT025623,"Unexpected Rome - Bed & Breakfast and Local Experiences",Roma,Lazio,B&B,+393461092647,riccardo.zito@gmail.com,
IT025624,"COLA DI RIENZO INN - GUEST HOUSE",Roma,Lazio,Altro,+393271394144,riccardopedone111@libero.it,
IT025625,"GUEST HOUSE O AFFITTACAMERE THE HOUSE FIERA di ROMA",Roma,Lazio,Altro,+393312272621,riccardovastola52@gmail.com,
IT025627,"GUEST HOUSE O AFFITTACAMERE ZOE ROOMS",Roma,Lazio,Altro,+393295869716,raul_sam@live.com,
IT025629,"TWINS",Roma,Lazio,Altro,+393407857761,rcasrl@gmail.com,
IT025631,"ELIZABETH UNIQUE APARTMENTS GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393474339241,reservation@ehrome.com,
IT025632,"INFINITY CASTLE Guest House o Affittacamere",Roma,Lazio,Altro,+393468789295,rep.italia@pec.it,
IT025634,"Maison della Torre Rdt Guest House o Affittacamere",Roma,Lazio,Altro,+393938693887,rentinrhome@gmail.com,
IT025639,"BED & BREAKFAST RELAIS NAZIONALE, 18 LUXURY ROOMS",Roma,Lazio,B&B,+393450564359,relaisnazionale18@gmail.com,www.relaisnazionale18.com
IT025643,"DE LUXE PAPI",Roma,Lazio,Altro,+393385829503,relaisdeipapi@yahoo.it,
IT025648,"WANDERLAST RELAIS VATICANO GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393406520310,rebecca.grella@outlook.com,
IT025651,"RESIDENZA FLAMINIA GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+39335454759,residenzaflaminia@gmail.com,
IT025652,"guest house o affittacamere raffaele",Roma,Lazio,Altro,+393336827203,rde82@outlook.it,
IT025654,"ALLA BASILICA ROOMS guest house o affittacamere",Roma,Lazio,Altro,+393888623776,q.casavacanza@gmail.com,
IT025656,"RIPETTA GRAND SUITE guest house o affittacamere",Roma,Lazio,Altro,+393276466419,ripettagrandsuites@gmail.com,
IT025657,"BED & BREAKFAST PURA VIDA",Roma,Lazio,B&B,+393356786692,robertoroscioli@libero.it,
IT025659,"guest house o affittacamere claudiovaticanoappartamento",Roma,Lazio,Altro,+393356277131,roclasrl@legalmail.it,
IT025660,"guest house o affittacamere Roema Sas",Roma,Lazio,Altro,+393280983947,roemasas@gmail.com,
IT025661,"Popart Roma Guest House o Affittacamere",Roma,Lazio,Altro,+393205750574,popartroma2022@gmail.com,
IT025664,"Guest House o Affittacamere Pitagora Rooms di Marchetta Giuseppe",Roma,Lazio,Altro,+393475710394,pitagoratwo@yahoo.it,
IT025665,"ROME KINGS SUITE",Roma,Lazio,Altro,+393351016627,pirolaleonardo@gmail.com,
IT025674,"GUEST HOUSE O AFFITTACAMERE BLESS & B",Roma,Lazio,Altro,+393282487279,pietro.cupperi@gmail.com,
IT025676,"GUEST HOUSE O AFFITTACAMERE BIANCALUNA",Roma,Lazio,Altro,+393475062789,pietro.cupperi@gmail.com,
IT025678,"Piol Guest House o Affittacamere",Roma,Lazio,Altro,+393896805755,postmaster@pec.piolguesthouse.it,
IT025679,"GUEST HOUSE O AFFITTACAMERE   THE CLUB CONDOTTI 91",Roma,Lazio,Altro,+3934646993570,robertodirienzo7@gmail.com,
IT025680,"Bed & Breakfast di Mirella & Patrick in Rome",Roma,Lazio,B&B,+393204947425,robert.james.hanrahan@gmail.com,
IT025682,"ALESSANDRO PALACE hostel o ostello",Roma,Lazio,Altro,+393387822476,proietti09@gmail.com,
IT025684,"RIPETTA ROOMS",Roma,Lazio,Altro,+393421519749,ripettarooms@gmail.com,
IT025690,"GUEST HOUSE O AFFITTACAMERE Prime Vatican Suites",Roma,Lazio,Altro,+393927434070,primerano.marco@gmail.com,
IT025692,"GUEST HOUSE O AFFITTACAMERE Prime Vatican Apartment",Roma,Lazio,Altro,+393927434070,primerano.marco@gmail.com,
IT025693,"GLAMOUR CENTER OF ROME",Roma,Lazio,Altro,+393339534752,primavera.giorgio@fastwebnet.it,
IT025695,"BED & BREAKFAST Le Stanze di Nina",Roma,Lazio,B&B,+393343822196,robertaccio77@live.it,
IT025700,"GUEST HOUSE o AFFITTACAMERE DOUBLE CI",Roma,Lazio,Altro,+393393442194,robertoblasi1949@gmail.com,
IT025701,"Guest House o Affittacamere DOUBLE IC",Roma,Lazio,Altro,+393393442194,robertoblasi1949@gmail.com,
IT025704,"ALISSA SUITE DREAM GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+3938047982599,t.cerban1982@gmail.com,
IT025711,"Guest House o Affittacamere Stairs of Trastevere",Roma,Lazio,Altro,+393935734577,stairsoftrastevere@gmail.com,
IT025712,"Roma Trastevere Holiday Guest House o Affittacamere",Roma,Lazio,Altro,+393341596367,stairsoftrastevere@gmail.com,
IT025713,"AFFITTACAMERE/GUEST HOSUE ITALY",Roma,Lazio,Altro,+393486256065,staroccia@yahoo.com,
IT025716,"ROME SUITE ROME VATICANO GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393391318516,stefagnazhou@gmail.com,
IT025720,"cassiodoro 19",Roma,Lazio,Altro,+393338338250,stefano.ianari@gmail.com,
IT025721,"Paramountrome guest house o affittacamere",Roma,Lazio,Altro,+393209462962,mohsen@hotmail.it,
IT025727,"GUEST HOUSE O AFFITTACAMERE MONACO HOME",Roma,Lazio,Altro,+393458327911,monacohome@libero.it,
IT025739,"Guest House o Affittacamere SM Mellini Relais",Roma,Lazio,Altro,+393355418622,smmellinirelais@gmail.com,
IT025741,"MORGANA Bed & Breakfast",Roma,Lazio,B&B,+393495860656,morgana.duemila23@gmail.com,http://booking.com - morgana b&b
IT025742,"Bed & Breakfast la stanza di Zoe",Roma,Lazio,B&B,+393451173749,moreschi.patrizia@gmail.com,http://airbnb
IT025749,"MERULANA INN",Roma,Lazio,Altro,+393474441190,sonia.squintu@gmail.com,
IT025752,"A-ROME GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393358130801,strazzellac@gmail.com,
IT025756,"Maison Vaticana Suites Guest House o Affittacamere",Roma,Lazio,Altro,+393384936439,micalizzi@libero.it,
IT025757,"RICKY HOUSE guest house o affittacamere",Roma,Lazio,Altro,+393488028841,sunmoonsrls@legalmail.it,
IT025758,"BED & BREAKFAST ROMA VIOLA",Roma,Lazio,B&B,+393294296136,sunsoo@tiscali.it,
IT025760,"SUNWAY Bed & Breakfast",Roma,Lazio,B&B,+393534603786,sunwayrome801@gmail.com,https://www.sunwayrome.com/
IT025761,"GUEST HOUSE O AFFITTACAMERE CASA SAIDA",Roma,Lazio,Altro,+393518082207,meriam.amarir1@gmail.com,
IT025762,"MERCEDE GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393393878314,mercedesuite@legalmail.it,
IT025763,"CAPPADOCIA ROOMS 'GUEST HOUSE O AFFITTACAMERE'",Roma,Lazio,Altro,+393762059859,memarooms24@gmail.com,
IT025770,"Sweet Home Appia Antica",Roma,Lazio,B&B,+393386337845,sweethomeappiantica@gmail.com,www.bnbappiaantica.it
IT025771,"Residenza le Gemelle di Roma - GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393389748524,meike.stoeber@gmail.com,
IT025772,"GUEST HOUSE O AFFITTACAMERE Amélie",Roma,Lazio,Altro,+393664943850,sygallo25@pec.it,
IT025775,"GUEST HOUSE O AFFITTACAMERE  Amélie",Roma,Lazio,Altro,+393664943850,sygallo25@pec.it,
IT025776,"Vito's Guest House o Affittacamere",Roma,Lazio,Altro,+393356626289,md1872@mclink.it,
IT025777,"DOMUS. AVI. GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393935901748,mc.groupsrls@legalmail.,
IT025780,"A-ROME SUITE GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393358130801,strazzellac@gmail.com,
IT025781,"Bed & Breakfast SUITE & ROOMS SAN GIOVANNI",Roma,Lazio,B&B,+393333774932,suiterooms.sangiovanni@gmail.com,
IT025786,"CASA MIRABILIA GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393312223338,mirkorenhotel@gmail.com,
IT025791,"MY TINY HOME ELIOCENTRISMO guest house o affittacamere",Roma,Lazio,Altro,+393939876196,stupiscimi115@gmail.com,
IT025797,"MICHELANGELO LUXURY GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393348607912,mikfaretta@gmail.com,
IT025802,"SUITE DAL CONTE guest house o affittacamere",Roma,Lazio,Altro,+393483394319,suitedalconte@gmail.com,
IT025803,"GIOLITTI CENTRAL ROOM GUEST HOUSE o AFFITTACAMERE",Roma,Lazio,Altro,+393384663614,suiteinnrome@hotmail.com,
IT025805,"BEMY 1 Guest House o Affittacamere",Roma,Lazio,Altro,+393356077395,simonezarfati@gmail.com,
IT025806,"guest house o affittacamere fabbrini bocca di leone fancy suites",Roma,Lazio,Altro,+393393261924,simonefabbrini@pec.it,
IT025807,"TREVI e MONTI HOUSE GUEST HOUSE o AFFITTACAMERE",Roma,Lazio,Altro,+393663430027,simoneciccarelli95@gmail.com,
IT025808,"CONVENIENT BOOKING bed & breakfast",Roma,Lazio,B&B,+393779756166,nm3779756166@gmail.com,
IT025813,"DOUBLE B FERRUCCIO GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393490675730,scatolagiorgia@gmail.com,
IT025816,"GUEST HOUSE O AFFITTACAMERE HOUSE OF WONDERS",Roma,Lazio,Altro,+393342057689,nieddualessandro@icloud.com,
IT025817,"Guest House o Affittacamere Domus Trastevere",Roma,Lazio,Altro,+393382048718,sdiporto@gmail.com,
IT025820,"SEGESTA ROOMS GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393395601211,segestarooms22@gmail.com,
IT025823,"RESIDENZA SPADA APARTMENT guest house o affittacamere",Roma,Lazio,Altro,+393279283635,segreteria.arbela@gmail.com,
IT025826,"CENTRO SOLFERINO ROOMS guest house o affittacamere",Roma,Lazio,Altro,+393207920034,nicolrotarita@gmail.com,
IT025831,"BED AND BREAKFAST TRE FIORI BED & BREAKFAST",Roma,Lazio,B&B,+393280677256,noemihalfon@gmail.com,
IT025832,"GUEST HOUSE O AFFITTACAMERE  WELLNESS HOME ROME",Roma,Lazio,Altro,+393663430027,simoneciccarelli95@gmail.com,
IT025837,"NUMI Bed & Breakfast",Roma,Lazio,B&B,+393665989669,numibnb@gmail.com,
IT025843,"SAN VITO SUITES",Roma,Lazio,Altro,+393891632920,sanvitohotelsrl@legalmail.it,
IT025845,"Books guest house roma guest house o affittacamere",Roma,Lazio,Altro,+393294630099,sara.iannuzzi@unapec.it,
IT025846,"Monti Tiburtini Roma Guest House o Affittacamere",Roma,Lazio,Altro,+393208733870,katiapacioni@gmail.com,
IT025847,"GUEST HOUSE O AFFITTACAMERE RENT ROOM SAINT PETER",Roma,Lazio,Altro,+393294834790,noemisrooms@gmail.com,
IT025849,"GRIMALDI CONFORT guest house o affittacamere",Roma,Lazio,Altro,+393294834790,noemisrooms@gmail.com,
IT025850,"VELVET ROOMS guest house o affittacamere",Roma,Lazio,Altro,+393496633913,sarahmeola9@gmail.com,
IT025852,"Ripetta Natural Suites  Guest House o Affittacamere",Roma,Lazio,Altro,+393755573032,nicole.amministrazione@gmail.com,
IT025855,"ROMA MY HOME B&B",Roma,Lazio,B&B,+393480403508,nicola@oriente-occidente.it,www.romamyhome.com
IT025858,"NAVONA RESIDENZA",Roma,Lazio,Altro,+393395851690,settimana97@gmail.com,
IT025859,"SEVEN GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393482434794,sevenguesthouse7@gmail.com,
IT025861,"DULCIS IN FUNDO GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393469550727,sgrassi75@gmail.com,
IT025862,"affittacamere o guesthouse  NAVONA CHIC",Roma,Lazio,Altro,+393398251180,navonachic@gmail.com,
IT025867,"HOTEL BOUTIQUE NAZIONALE",Roma,Lazio,Hotel,+393886430975,siciliano.dante85@gmail.com,
IT025868,"GUEST HOUSE O AFFITTACAMERE MY ROOMS IN VATICAN CITY",Roma,Lazio,Altro,+393355278292,naluxuryhome@libero.it,
IT025872,"gregorio vii luxury suites san damaso guest house o affittacamere",Roma,Lazio,Altro,+393275342730,mustaque@legalmail.it,
IT025874,"TIASPETTOAROMA Guest House o Affittacamere",Roma,Lazio,Altro,+39393392110260,simona.cirimbilla@tiscali.it,
IT025880,"GUEST HOUSE O AFFITTACAMERE ARGENTINA STYLE 200",Roma,Lazio,Altro,+393395851690,settimana97@gmail.com,
IT025888,"Guest House o Affittacamere Lunaria Suites Rome",Roma,Lazio,Altro,+393404166347,selene64ragalna@legalmail.it,
IT025891,"Guest House o Affittacamere LAVROTTI SUITES DI LAVROV MIKHAIL",Roma,Lazio,Altro,+393488444730,sergeylavrov@me.com,
IT025892,"GUEST HOUSE O AFFITTACAMERE  NEW BORN",Roma,Lazio,Altro,+393347549392,newbornguesthouse@gmail.com,
IT025893,"BED & BREAKFAST IMPRENDITORIALE LAVROTTI DI SERGEY LAVROV",Roma,Lazio,B&B,+393488444730,sergeylavrov@me.com,
IT025896,"AFFITTACAMERE A HOME IN ROME DI BAGHERPOUR ABDOLSAID",Roma,Lazio,Altro,+393471234529,sergio_baghera@yahoo.it,
IT025901,"NEW HUGE VATICAN APARTMENT BED & BREAKFAST",Roma,Lazio,B&B,+393475400250,vittoriomanasse@gmail.com,https://www.airbnb.it/rooms/979690165344390055?check_in=2023-09-23&check_out=2023-09-30&source_impression_id=p3_1694781632_gvsldj0cu9egpr
IT025903,"le tre sorelle garbatella guest house o affittacamere",Roma,Lazio,Altro,+393406494370,vivianabruschi@pecodc.it,
IT026010,"RIVER LUXURY SUITES Guest House o Affittacamere",Roma,Lazio,Altro,+393206556797,vkomiakov1@gmail.com,
IT026179,"Guest house o Affittacamere   TU CHIAMALE  EMOZIONI",Roma,Lazio,Altro,+39335340061,info@3pearls.it,
IT026402,"SPAGNA ROOMS GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+39339580652,spagnarooms2018@gmail.com,
IT026491,"HAPPYHOLIDAY BED & BREAKFAST",Roma,Lazio,B&B,+393356933107,ygiorgia@hotmail.com,
IT026492,"woori house guest house o affittacamere",Roma,Lazio,Altro,+393400766569,xyg@pec.it,
IT026493,"Dolce casa guest house o affittacamere",Roma,Lazio,Altro,+393888693086,xiangqiong@pec.it,
IT026494,"LUNGOTEVERE GUEST HOUSE o affittacamere",Roma,Lazio,Altro,+393332327762,x3332327762@gmail.com,
IT026497,"Winkler Suites",Roma,Lazio,Altro,+393332155255,wilapsrls@gmai.com,
IT026499,"TRASTEVERE PALACE SUITES GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393389562587,welcomeroma@pec.it,
IT026500,"SINGER PALACE HOTEL",Roma,Lazio,Hotel,+393490816300,welcome@singerpalace.com,
IT026502,"SANTA SUSANNA SUITES 'Guest House o Affittacamere'",Roma,Lazio,Altro,+393514067837,welchome30@legalmail.it,
IT026504,"PIRAMIDE TERRACE B&B",Roma,Lazio,B&B,+393393023330,wagnerms671@gmail.com,
IT026505,"GUEST HOUSE O AFFITTACAMERE ADELANTE ROOMS",Roma,Lazio,Altro,+393923500698,w.srl.amministrazione@gmail.com,
IT026506,"GUEST HOUSE O AFFITTACAMERE VATICAN SUITES ACCOMMODATION",Roma,Lazio,Altro,+393333207806,vsa.reservation@gmail.com,
IT026509,"RESIDENZA GOITO guest house o affittacamere",Roma,Lazio,Altro,+393895595355,yousuf88@virgilio.it,
IT026511,"Bed & Breakfast ZEN HOLIDAY",Roma,Lazio,B&B,+393339750542,zentrastevere@gmail.com,www.zentrastevere.com
IT026524,"BED IN ROMA bed & breakfast",Roma,Lazio,B&B,+393474350298,zurlipaolo@yahoo.it,
IT026786,"Rasella collection 3 - Guest house o affittacamere",Roma,Lazio,Altro,+393469600542,saraserra.vitaldent@gmail.com,
IT026787,"GUEST HOUSE O AFFITTACAMERE DOMINA TRASTEVERE",Roma,Lazio,Altro,+393347617536,dominatrastevere@gmail.com,
IT026789,"ANTONELLA GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393387127502,mariantonellamaccarone@gmail.com,
IT026792,"GUEST HOUSE O AFFITTACAMERE SAN LORENZO 47",Roma,Lazio,Altro,+393927065309,andreadigianvito@gmail.com,
IT026793,"Guest House o Affittacamere The Right Place 4U Roma Navona Roof Terrace",Roma,Lazio,Altro,+393357200064,andreacitoni@gmail.com,
IT026796,"BED & BREAKFAST palazzo fracassini",Roma,Lazio,B&B,+393337740131,andreacatelli81@gmail.com,
IT026799,"ONIRO BED & BREAKFAST",Roma,Lazio,B&B,+393331255632,andrea@romareloaded.com,
IT026803,"Cavendo Tutus",Roma,Lazio,Agriturismo,+393285782843,cavendotutus@mclink.it,www.cavendo-tutus.it
IT026806,"GUEST HOUSE O AFFITTACAMERE DAFNE MONTE MARIO",Roma,Lazio,Altro,+393383032120,ferny.benedetti@gmail.com,
IT026814,"BED & BREAKFAST VATICANO 13 GUEST HOUSE",Roma,Lazio,B&B,+393348734620,andrea.fx@hotmail.com,www.vaticano13guesthouse.com
IT026818,"COLLINA 48 Guest House o Affittacamere",Roma,Lazio,Altro,+393337030075,andrealuigiscala@gmail.com,
IT026819,"BARCACCIA guest house o affittacamere",Roma,Lazio,Altro,+393395903836,federicofunari73@gmail.com,
IT026823,"GUEST HOUSE O AFFITTACAMERE LUCRINO BY ALE",Roma,Lazio,Altro,+393933312028,fagini.alessandra@gmail.com,
IT026831,"guest house o affittacamere nobilcasa suites di sarabi abdul fata",Roma,Lazio,Altro,+393661209220,fatah.sarabi@gmail.com,
IT026836,"MORFEO SUITE DI FEDERICA MARCHI",Roma,Lazio,Altro,+393396214863,fed.marchi@oculisticamarchi.it,
IT026838,"MAGIC DOUBLE",Roma,Lazio,Altro,+393358303570,fede.magicdouble@gmail.com,
IT026839,"GUEST HOUSE O AFFITTACAMERE BEST AUTHENTIC APARTMENT MONTI",Roma,Lazio,Altro,+393490816300,federica.fuga@yahoo.com,
IT026841,"Unico San Cosimato Guest House o Affittacamere",Roma,Lazio,Altro,+393423211962,andreoliracing@hotmail.com,
IT026842,"FEDERICA¿S APARTMENTS IN ROME guest house o affittacamere",Roma,Lazio,Altro,+393491011968,federicahome@gmail.com,
IT026843,"GUEST HOUSE O AFFITTACAMERE FEDERICI GUEST HOUSE",Roma,Lazio,Altro,+393478023201,federicibb@gmail.com,
IT026845,"GUEST HOUSE O AFFITTACAMERE STARS LUXURY APARTMENTS 1",Roma,Lazio,Altro,+393890073637,federico75us@yahoo.com,
IT026846,"GUEST HOUSE O AFFITTACAMERE Gallery House 59",Roma,Lazio,Altro,+393387546205,galleryhouse59@gmail.com,
IT026847,"Hotel The Corner Roma",Roma,Lazio,Hotel,+393488875963,federicodellarocca@gmail.com,
IT026848,"AMOR DI AB ENTERPRISE",Roma,Lazio,Altro,+393331171735,amor.beb2012@gmail.com,
IT026853,"Guest House o Affittacamere Colonna Collection",Roma,Lazio,Altro,+393356761009,francescazarrillo10@gmail.com,
IT026854,"Bed & Breakfast' BUONAVISTA",Roma,Lazio,B&B,+393248452931,francesco.barcaioli@gmail.com,
IT026856,"Urbana Collection SRL Guest House o Affittacamere",Roma,Lazio,Altro,+393392326960,francescodomenici32@gmail.com,
IT026857,"GIALLI VATICAN GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393385945366,francescogialli@yahoo.it,
IT026859,"GUEST HOUSE O AFFITTACAMERE ANTICO PLATANO",Roma,Lazio,Altro,+393385945366,francescogialli@yahoo.it,
IT026860,"I PINI DI ROMA rooms & suites",Roma,Lazio,Altro,+393385945366,francescogialli@yahoo.it,
IT026861,"HOSTEL O OSTELLO PARADISE",Roma,Lazio,Altro,+393931602970,francescosimone1970@gmail.com,
IT026863,"Guest House o Affittacamere'  IlCoriandolo2",Roma,Lazio,Altro,+393382262776,giampaoloiacobelli@hotmail.com,
IT026864,"SANTA MONICA guest house o affittacamere",Roma,Lazio,Altro,+393929397853,3amontisrls@gmail.com,
IT026866,"GUEST HOUSE O AFFITTACAMERE MAGENTA LUXURY FICO",Roma,Lazio,Altro,+393281214019,francescostyle@hotmail.it,
IT026867,"ARA SUITE Guest House o Affittacamere",Roma,Lazio,Altro,+393474281988,francy.78b@gmail.com,
IT026871,"ALBACHIARA GUEST HOUSE DI SCALI SUSANNA",Roma,Lazio,Altro,+393272903861,susanna.scali@pec.libero.it,
IT026873,"GUEST HOUSE O AFFITTACAMERE ROOMA",Roma,Lazio,Altro,+393494525503,fsromasrl@gmail.comt,
IT026875,"Guest House o Affittacamere APPARTART",Roma,Lazio,Altro,+393287049975,fusco72@gmail.com,
IT026877,"I FIUMI DI NAVONA GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393482410361,g.albertolevi@gmail.com,
IT026879,"Bed & Breakfast Garden Suite",Roma,Lazio,B&B,+393888187325,francascagrillo91@icloud.com,
IT026881,"RISORGIMENTO SUITES GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393516756832,amministrazionesvgroup@gmail.com,
IT026885,"Guest House o Affittacamere SANT¿ANGELO SUITES",Roma,Lazio,Altro,+393391767211,flores.roger@hotmail.it,
IT026894,"Guest House o Affittacamere Colosseo",Roma,Lazio,Altro,+39335444820,fortuna2024srl@gmail.com,
IT026895,"BED & BREAKFAST SAN GIOVANNI LUXURY APARTMENT",Roma,Lazio,B&B,+393384196491,mcvholidaysandproperties@gmail.com,
IT026896,"BED AND BREAKFAST SOTTO LA CUPOLA",Roma,Lazio,B&B,+393384139730,info@sottolacupola.com,
IT026900,"RICH BABY guest house o affittacamere",Roma,Lazio,Altro,+393488866665,310530661@qq.com,
IT026901,"BED & BREAKFAST 325 ROOMS FORI",Roma,Lazio,B&B,+393319007626,325rooms@libero.it,
IT026903,"Bed & Breakfast Roma Design",Roma,Lazio,B&B,+393382774821,bedandbreakfast.romadesign@yahoo.com,www.bedandbreakfast-romadesign.com
IT026904,"TRIBECA GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393478717309,amministrazione@tribecaestate.it,
IT026908,"YOUR QUADRAROOMS BED & BREAKFAST",Roma,Lazio,B&B,+393481029025,fabriziotripodi88@gmail.com,
IT026913,"Guest House o Affittacamere My Bed Vatican Museum",Roma,Lazio,Altro,+393479621296,ernestodirienzo@gmail.com,
IT026916,"GUEST HOUSE O AFFITTACAMERE ESE LUXURY SPA SUITES",Roma,Lazio,Altro,+393933851308,eseluxuryspasuites@gmail.com,
IT026917,"TIBUR DOMUS Bed & Breakfast",Roma,Lazio,B&B,+393401489542,tiburdomus27@gmail.com,
IT026918,"GUEST HOUSE O AFFITTACAMERE Alba Rosa Rooms",Roma,Lazio,Altro,+393314095863,esmeraldamarturano@gmail.com,
IT026919,"Guest House o Affittacamere Scipioni235 Luxury Suite",Roma,Lazio,Altro,+393440696999,antonioesposito@ordineavvocatiroma.org,
IT026920,"Bed & Breakfast di Sergi Micaela",Roma,Lazio,B&B,+393938107444,themoom.sergi.micaela@gmail.com,
IT026922,"BARBERINI DREAM GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,+393400044842,veruskasolinas@gmail.com,
IT026923,"DOMUS CORIOLANO  guest house o affittacamere",Roma,Lazio,Altro,+393389187973,antonio.campioni@gmail.com,
IT026924,"momentoroma bed & breakfast",Roma,Lazio,B&B,+393398708905,ggiulianelli@tiscali.it,
IT026925,"GUEST HOUSE O AFFITTACAMERE CASA CORNELIA",Roma,Lazio,Altro,+393278329829,antonia.rodriguezsolis@gmail.com,
IT026926,"CASA SANTO ROSARIO",Roma,Lazio,Altro,+393398702149,casasantorosario.roma@sdvi.org,
IT026928,"GUEST HOUSE O AFFITTACAMERE BOBBIO HOLIDAY ROME",Roma,Lazio,Altro,+393356252932,essencial@libero.it,
IT026929,"CASA NAVONA AI CORONARI",Roma,Lazio,B&B,+393398564554,colori.in.roma@gmail.com,
IT026932,"Bed & Breakfast San pietro",Roma,Lazio,B&B,+393397644205,bbsanpietro@iol.it,
IT026937,"B&B Ibiscus",Roma,Lazio,B&B,+393402333260,giovanniconf@gmail.com,
IT026940,"Bed & Breakfast' Suite Cinecitta' TRE",Roma,Lazio,B&B,+393278745585,bebsuitecinecittatre@outlook.it,
IT026941,"CASA ELI ROMA Bed & Breakfast",Roma,Lazio,B&B,+393928761346,info@casaeliroma.com,www.casaeliroma.com
IT026943,"Nonna's House Guest House o Affittacamere",Roma,Lazio,Altro,+393407531836,nonna.houseroma@gmail.com,
IT026944,"Bed & Breakfast' BESIDE THE VATICAN",Roma,Lazio,B&B,+393928912813,rcuri@tiscali.it,www.besidethevatican.it
IT026946,"SMART HOUSE - Ziani 2",Roma,Lazio,Altro,+393496594078,antoniofurnari@live.it,
IT026955,"MAGGIO BED & BREAKFAST",Roma,Lazio,B&B,+393404035918,maggio.pierpaolo@tiscali.it,
IT026956,"Affittacamere PASCIÀ",Roma,Lazio,Altro,+393930518373,amministrazionerooms@pasciaroma.com,
IT026957,"PALAZZO OLIVIA  II  guest house o affittacamere",Roma,Lazio,Altro,+393207248098,enrico.procario@gmail.com,
