ID,Property Name,City,Region,Type,Email,Email2,Website
IT021532,"Guest House o Affittacamere ANGEL SPAGNA SUITE",Roma,Lazio,Altro,angelspagnasuite@gmail.com,,
IT021533,"MAISON TORRE ARGENTINA",Roma,Lazio,Altro,amministrazione@pantheoncollection.com,,
IT021534,"DIPENDENZA HOTEL ASTRID",Roma,Lazio,Altro,amministrazione@hotelastrid.com,,
IT021535,"Arena House",Roma,Lazio,Altro,arenahouse2015@gmail.com,,
IT021537,"SPAGNA LUXURY ROOMS GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,amministrazione@hotelcondotti.com,,
IT021552,"Azzurra Rooms Guest House o Affittacamere",Roma,Lazio,Altro,aghgsn@gmail.com,,
IT021556,"CASA PER FERIE VILLA ANNUNZIATA",Roma,Lazio,Altro,annunziata.villa@gmail.com,,
IT021557,"GUEST HOUSE O AFFITTACAMERE ALVEARE DI CHEN ANDREA",Roma,Lazio,Altro,a161195@hotmail.com,,www.booking.it
IT021565,"OSTELLO PER LA GIOVENTU' THEROMEHELLO",Roma,Lazio,Altro,amministrazione@ns2005.it,,
IT021566,"HOTEL DORICA",Roma,Lazio,Hotel,amministrazione@hoteldorica.com,,
IT021581,"ROME ARMONY SUITES - GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,asg_sas@legalmail.it,,
IT021586,"HOTEL XX SETTEMBRE",Roma,Lazio,Hotel,amministrazione@bzarhotel.it,,
IT021603,"TOWNHOUSE CONDOTTI Guest House o affittacamere'",Roma,Lazio,Altro,amministrazione@bzarhotel.com,,
IT021604,"HOTEL LA  MELA",Roma,Lazio,Hotel,amministrazione@piazzadispagnaviewhotels.com,,
IT021613,"TORRE ARGENTINA RELAIS - GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,amministrazione@pantheoncollection.com,,
IT021616,"Four Rivers Guest House 2",Roma,Lazio,Altro,4riversroma@gmail.com,,
IT021617,"BEST SUITES PANTHEON",Roma,Lazio,Altro,amministrazione@futurahotel.eu,,
IT021618,"GINEVRA PALACE HOTEL",Roma,Lazio,Hotel,amministrazione@ginevrapalacehotel.it,,
IT021619,"Four Rivers Suites Guest House o Affittacamere",Roma,Lazio,Altro,4riversrome@gmail.com,,
IT021626,"DESEO EXPRESS guest house o affittacamere",Roma,Lazio,Altro,amministrazione@deseohome.com,,
IT021632,"suore concezioniste missionarie",Roma,Lazio,Altro,amministrazione@concezioniste.191.it,,
IT021637,"BEYOND COLOSSEUM  GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,amministrazione@csavana.com,,
IT022070,"HOTEL PALAZZO ROMA",Roma,Lazio,Hotel,info@palazzoroma.com,,www.palazzoroma.com
IT022072,"Guest House o Affittacamere Muzio 48 private suites",Roma,Lazio,Altro,info@premiumsuitescollection.com,,
IT022073,"PIETRA GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,info@pietraroma.com,,www.pietraroma.com
IT022076,"SPAZIO ARTE ROMA GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,rph@legalmail.it,,
IT022078,"Palm Gallery Garden House",Roma,Lazio,Altro,info@palmgalleryhotel.com,,
IT022081,"OTTAVIA RESIDENCE",Roma,Lazio,Residence,info@ottaviaresidence.it,,www.ottaviaresidence.it
IT022082,"CASA PER FERIE OSPITALITA' BAKHITA",Roma,Lazio,Altro,info@ospitalitabakhita.it,,http://ospitalitabakhita.it
IT022086,"NIKIS NAVONA COLLECTION GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,info@nikiscollectionnavona.com,,www.nikiscollectionnavona.com
IT022089,"Queen Palace Suites Guest House o Affittacamere",Roma,Lazio,Altro,info@queenpalace.it,,
IT022090,"Bed & Breakfast VENTURA's HOME",Roma,Lazio,B&B,rotgio@tin.it,,www.bed-and-breakfast.it
IT022094,"Guest house o Affittacamere Etruria Relais & Wine",Roma,Lazio,Altro,romeghm@gmail.com,,
IT022098,"Guest House o Affittacamere Relais Virgilio",Roma,Lazio,Altro,info@relaisvirgilio.com,,www.relaisvirgilio.com
IT022101,"BED & BREAKFAST RELAIS CAVOUR",Roma,Lazio,B&B,info@relaiscavour.it,,www.relaiscavour.it
IT022103,"LE ROSE",Roma,Lazio,Altro,room2016srls@legalmail.it,,
IT022104,"RE DI RHOME GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,info@redirhome.com,,
IT022105,"REALE HOUSE - AFFITTACAMERE",Roma,Lazio,Altro,info@realehousesrl.it,,
IT022107,"ROSETTA guest house o affittacamere",Roma,Lazio,Altro,rosettainn.roma@gmail.com,,
IT022109,"NAVONA QUEEN ROOF TOP SRL a socio unico",Roma,Lazio,Altro,info@navonasuiterome.com,,
IT022111,"Mecenate GUEST HOUSE o AFFITTACAMERE",Roma,Lazio,Altro,info@mecenatepalace.com,,
IT022113,"DEPENDANCE MARGUTTA 19 SUITE 1",Roma,Lazio,Altro,info@margutta19.com,,
IT022116,"Museo Abitabile2 Guest house o Affittacamere",Roma,Lazio,Altro,sanpietro80srl@gmail.com,,
IT022117,"SANTA MAURA HOTEL",Roma,Lazio,Hotel,santamaurahotel@gmail.com,,
IT022118,"Santa Maura Hotel Dependence",Roma,Lazio,Altro,santamaurahotel@gmail.com,,
IT022120,"MagicSuite Roma Vaticano Guest House o Affittacamere",Roma,Lazio,Altro,info@magicsuite.it,,www.magicsuite.it
IT022121,"MagicSuite Guest House o Affittacamere",Roma,Lazio,Altro,info@magicsuite.it,,www.magicsuite.it
IT022123,"Guest House o Affittacamere Ripetta 25",Roma,Lazio,Altro,info@lungoteveresuite.com,,
IT022124,"Guest House o Affittacamere New Ripetta 25",Roma,Lazio,Altro,info@lungoteveresuite.com,,
IT022125,"AVENA GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,santaprassedesrl@legalmail.,,
IT022126,"DEPANDANCE SAN COSIMATO",Roma,Lazio,Altro,info@lolyhotel.com,,www.lolyhotel.com
IT022127,"LOLY BOUTIQUE HOTEL ROMA",Roma,Lazio,Hotel,info@lolyhotel.com,,www.lolyhotel.com
IT022129,"GUEST HOUSE O AFFITTACAMERE MDM LUXURY ROOMS",Roma,Lazio,Altro,info@mdmluxuryrooms.com,,
IT022130,"Residenza Mecenate GUEST HOUSE o AFFITTACAMERE",Roma,Lazio,Altro,info@mecenatepalace.com,,
IT022131,"GUEST HOUSE O AFFITTACAMERE NAVONA TO STAY",Roma,Lazio,Altro,info@navonastay.com,,
IT022135,"NAMAN HOTELLERIE - SPAGNA II - GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,info@namanhotellerie.com,,
IT022137,"canova tadolini suites guest house o affittacamere",Roma,Lazio,Altro,sales@canovatadoliniroma.com,,
IT022139,"HOST ROMA GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,samiruddinitaly@gmail.com,,
IT022143,"MOOD",Roma,Lazio,Altro,info@mood44.com,,www.mood44.com
IT022147,"Museo Abitabile Guest House o Affittacamere",Roma,Lazio,Altro,info@momahostel.com,,
IT022152,"NOVADOMIZIA",Roma,Lazio,Altro,info@residenzadomizia.it,,
IT022153,"KOREA SONATA GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,roma.fullhouse@pec.it,,
IT022154,"CASA PER FERIE CAMPLUS ROMA",Roma,Lazio,Altro,roma.guest@camplus.it,,www.camplusguest.it
IT022155,"CASA PER FERIE COLLEGIO SAN PIO X",Roma,Lazio,Altro,roma.sanpiox.economato@murialdo.it,,
IT022157,"Suore Domenicane",Roma,Lazio,Altro,roma@sansistocasapellegrino.it,,
IT022160,"RADISSON BLU ES HOTEL ROMA",Roma,Lazio,Hotel,romagestioni_srl@pec.it,,
IT022161,"ST.B BOUTIQUE HOTEL",Roma,Lazio,Hotel,info@stbhotel.com,,
IT022162,"SANTA MARIA INN",Roma,Lazio,Altro,info@stayin-rome.com,,
IT022163,"MARTA INN",Roma,Lazio,Altro,info@stayin-rome.com,,
IT022164,"Guest House o Affittacamere STAR VATICAN ROOMS II",Roma,Lazio,Altro,info@starvaticanrooms.it,,
IT022165,"romalive hotel",Roma,Lazio,Hotel,romalivehotel@gmail.com,,
IT022167,"DULCIS IN PANTHEON guest house o affittacamere",Roma,Lazio,Altro,info@spagnave.com,,
IT022175,"TIBULLO",Roma,Lazio,Altro,info@tibullo.com,,
IT022179,"Guest House o Affittacamere THE PLACE 217",Roma,Lazio,Altro,info@theplace217.com,,www.theplace217.com
IT022180,"THE FIVE OSCARS INN",Roma,Lazio,Altro,info@thefiveoscarsinn.com,,
IT022183,"GUEST HOUSE O AFFITTACAMERE The Bricks Rome",Roma,Lazio,Altro,info@thebricksrome.com,,
IT022184,"hotel The Brand",Roma,Lazio,Hotel,info@thebrandhotelroma.com,,
IT022186,"HOSTEL O OSTELLI 'THE BEEHIVE Hostel o Ostello'",Roma,Lazio,Altro,info@the-beehive.com,,
IT022196,"ROMA ETERNA - PIRAMIDE GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,info@roma-eterna.com,,
IT022197,"Guest House o Affittacamere CORSO 292-2",Roma,Lazio,Altro,rome@sonder.com,,
IT022198,"HOTEL ROI",Roma,Lazio,Hotel,info@roihotel.com,,
IT022199,"GUEST HOUSE O AFFITTACAMERE REYES SUITES",Roma,Lazio,Altro,info@roihotel.com,,
IT022200,"RISORGIMENTO-55 GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,info@risorgimento55.it,,
IT022201,"Guest House o Affittacamere Corso 292-5",Roma,Lazio,Altro,rome@sonder.com,,
IT022202,"Guest House o Affittacamere Sonder Antinoo 8",Roma,Lazio,Altro,rome@sonder.com,,
IT022204,"MONTEVECCHIO n.4 5-6 GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,rome@sonder.com,,
IT022208,"GUEST HOUSE O AFFITTACAMERE 4 MORI",Roma,Lazio,Altro,info@romavenetorelais.com,,
IT022209,"GUEST HOUSE O AFFITTACAMERE ERCOLI HOUSE",Roma,Lazio,Altro,info@romavenetorelais.com,,
IT022214,"Guest House o Affittacamere Seven Rooms",Roma,Lazio,Altro,info@sevensuitesrome.com,,
IT022216,"SANTA MONICA TOWNHOUSE PRATI GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,info@santamonicaguesthouse.com,,
IT022217,"Casa per Ferie San Giuseppe a Trinità dei Monti",Roma,Lazio,Altro,info@sangiuseppetdm.it,,
IT022218,"SAN GIUSEPPE DELLA MONTAGNA",Roma,Lazio,Altro,info@sangiuseppemontagna.com,,
IT022222,"guest house o affittacamere roof suite rome",Roma,Lazio,Altro,info@roofsuiterome.com,,www.roofsuiterome.com
IT022224,"GUEST HOUSE O AFFITTACAMERE COLONNA INN",Roma,Lazio,Altro,info@romesuite.it,,
IT022225,"Guest House o Affittacamere Roma Resort Colosseum 100 - 200",Roma,Lazio,Altro,romaresortsrlunipersonale@pec.it,,
IT022226,"LOCANDA DELLE CORSE",Roma,Lazio,Altro,info@locandadellecorse.com,,
IT022229,"HOTEL FENDI PRIVATE SUITES",Roma,Lazio,Hotel,info@fendiprivatesuites.com,,www.fendiprivatesuites.com
IT022233,"FABIO MASSIMO 'Guest House o Affittacamere'",Roma,Lazio,Altro,info@fabiomassimobb.it,,
IT022235,"EUROGARDEN",Roma,Lazio,Hotel,info@eurogarden.net,,www.eurogarden.net
IT022237,"STEFANOHOUSEROMA S.R.L.",Roma,Lazio,Altro,stefanohouseroma@gmail.com,,
IT022239,"ERGIFE PALACE",Roma,Lazio,Hotel,info@ergifepalacehotel.com,,
IT022241,"St. Peter's Luxury Rooms Guest House o Affittacamere",Roma,Lazio,Altro,stpetersluxuryrooms@gmail.com,,
IT022242,"Le Boutique Hotel San Pietro",Roma,Lazio,Hotel,info@elleboutiquehotel.it,,
IT022243,"Elenoire Rooms & Suite",Roma,Lazio,Altro,info@elenoirerooms.com,,
IT022247,"THE FIFTEEN KEYS HOTEL",Roma,Lazio,Hotel,info@fifteenkeys.com,,
IT022248,"Dependance Mansion Elizabeth Unique Hotel",Roma,Lazio,Altro,info@ehrome.com,,
IT022249,"GUEST HOESE O AFFITTACAMERE FONDACO ROOMS",Roma,Lazio,Altro,info@fondacoroma.com,,www.fondacoroma.com
IT022257,"SAN PIETRO ROOMS GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,sprooms@outlook.it,,
IT022259,"GEMINI SUITE",Roma,Lazio,Altro,info@geminisuiteroma.it,,
IT022260,"WONDERFULTIMEROME GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,sprooms@tiscali.it,,
IT022261,"LE GRAND HOTEL - ST REGIS GRAND, ROME",Roma,Lazio,Hotel,srgmanagement@legalmail.it,,
IT022262,"GUEST HOUSE O AFFITTACAMERE CASALETTO",Roma,Lazio,Altro,info@gemellihotel.com,,
IT022264,"LA MAISON D'ART CORSO GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,ssuitesrls@gmail.com,,
IT022265,"Fortyseven Luxury Suites Trevi  Guest House o Affittacamere",Roma,Lazio,Altro,stay@47luxurysuites.com,,
IT022266,"FRATTINA 57",Roma,Lazio,Altro,info@frattina57.com,,www.frattina57.com
IT022270,"DANIEL'S HOTEL",Roma,Lazio,Hotel,info@danielshotel.it,,
IT022272,"Guest House o Affittacamere COLOSSEO ROAD",Roma,Lazio,Altro,info@colosseoroad.com,,www.colosseoroad.it
IT022275,"RUBINO - guesthouse 'Guest House o Affittacamere'",Roma,Lazio,Altro,info@claradomus.it,,
IT022276,"LOCANDA FAZIO GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,info@circoloippicoacquasanta.it,,
IT022277,"Guest House o Affittacamere CIRCLE IN THE SQUARE",Roma,Lazio,Altro,info@circleinthesquare.it,,www.circleinthesquare.it
IT022281,"ELYSIUM SUITE GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,info@charmespagnaitalia.com,,
IT022283,"Corso Boutique Luxury Rooms Guest House o Affittacamere",Roma,Lazio,Altro,info@cbhotelroma.com,,
IT022285,"Casa per Ferie Maria Schininà",Roma,Lazio,Altro,info@casaperferiesuorediragusa.com,,www.casaperferiesuorediragusa.com
IT022290,"ECCELSO HOTEL",Roma,Lazio,Hotel,info@eccelsohotel.com,,
IT022298,"ALBERGO DOMUS MEA",Roma,Lazio,Hotel,info@domusmearoma.com,,
IT022299,"DOMUS MAZZINI GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,info@domushotel.it,,
IT022303,"D-O-M HOTEL",Roma,Lazio,Hotel,info@domhotelroma.com,,
IT022305,"Guest House o Affittacamere Major 93",Roma,Lazio,Altro,info@designdstays.com,,
IT022308,"casa per ferie HOSIANUM PALACE",Roma,Lazio,Altro,info@hosianum.com,,
IT022309,"Siena Suite",Roma,Lazio,Altro,info@lhphotels.com,,www.lhphotels.com
IT022314,"casa per ferie San Giuseppe",Roma,Lazio,Altro,segreteria@cuoredigesu.it,,
IT022318,"Vatican City Suites",Roma,Lazio,Altro,info@ideahbs.it,,http://vaticancitysuites.com
IT022319,"otivm  hotel",Roma,Lazio,Hotel,info@hotiumhotel.eu,,
IT022320,"DIPENDENZA VALERì 1",Roma,Lazio,Altro,info@hotelvaleri.it,,
IT022321,"HOTEL VALERÍ",Roma,Lazio,Hotel,info@hotelvaleri.it,,
IT022322,"casa per ferie seraphicum",Roma,Lazio,Altro,seraphicum@alice.it,,
IT022325,"HOTEL ANIENE",Roma,Lazio,Hotel,info@hotelseiler.it,,
IT022328,"Internazionale domus guest house o affittacamere",Roma,Lazio,Altro,info@internazionaledomus.com,,
IT022338,"LA CASA DELL'ARTE",Roma,Lazio,Altro,info@lacasadellarte.it,,
IT022341,"JULIUS CAESAR HOME",Roma,Lazio,Altro,info@juliuscaesarhome.com,,
IT022342,"PALAZZO SCANDERBEG TOWN HOUSE (Guest House o Affittacamere)",Roma,Lazio,Altro,sedir@lemeridienviscontirome.com,,
IT022343,"I TRIANGOLI",Roma,Lazio,Hotel,info@itriangoli.com,,www.itriangoli.com
IT022348,"TWO CHIC GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,sergiosterpi@yahoo.it,,
IT022353,"DEPENDANCE ANTICO CONDOTTI",Roma,Lazio,Altro,info@hotelcondotti.com,,
IT022354,"CASA PER FERIE PORTA PERTUSA",Roma,Lazio,Altro,smmproma@gmail.com,,
IT022360,"HOTEL BRIGHT",Roma,Lazio,Hotel,info@hotelbright.it,,
IT022363,"HOTEL BARRETT",Roma,Lazio,Hotel,info@hotelbarrett.it,,
IT022364,"CASA SANTA MARIA BAMBINA",Roma,Lazio,Altro,sorellefr@libero.it,,
IT022365,"AURORA GARDEN",Roma,Lazio,Hotel,info@hotelauroragarden.net,,
IT022366,"HOTEL ARCANGELO",Roma,Lazio,Hotel,info@hotelarcangeloroma.it,,
IT022367,"PANTHEON TRE",Roma,Lazio,Altro,info@hotelabruzzi.it,,
IT022368,"MILLE ROME",Roma,Lazio,Altro,info@hoteldeimille.it,,
IT022369,"PUTTARELLO 30 31 DEPENDANCE",Roma,Lazio,Altro,sm.harrystrevi@cremonini.com,,
IT022370,"HOTEL PETRA",Roma,Lazio,Hotel,info@hotelpetra.it,,
IT022378,"DIPENDENZA ALBERGO MOZART - VIVALDI LUXURY ROOMS",Roma,Lazio,Altro,info@hotelmozart.com,,
IT022381,"Albergo Monteverde e Austria",Roma,Lazio,Hotel,info@hotelmonteverderoma.it,,
IT022383,"HAPPY GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,info@hotelmiami.com,,
IT022385,"Hotel Malaga",Roma,Lazio,Hotel,info@hotelmalagaroma.com,,
IT022386,"HOTEL GRAVINA SANPIETRO",Roma,Lazio,Hotel,info@hotelgravinasanpietro.it,,
IT022387,"VIBE NAZIONALE GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,info@hotelgiolli.it,,
IT022388,"ATYPICAL ROOMS guest house o affittacamere",Roma,Lazio,Altro,info@hotelgiolli.it,,
IT022390,"BLU CHARME LUXURY SUITE GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,info@treecharme.com,,
IT022398,"HOSTEL O OSTELLO YELLOWSQUARE",Roma,Lazio,Altro,pierresrl@legalmail.it,,
IT022403,"CASA PER FERIE MATER DEI",Roma,Lazio,Altro,materdeisdbi@gmail.com,,
IT022410,"TRASTEVERE SWEET HOUSE",Roma,Lazio,Altro,maura_db@hotmail.it,,
IT022418,"IMERA ROOMS Guest House o Affittacamere",Roma,Lazio,Altro,merylanera@hotmail.it,,
IT022422,"FRANKLIN",Roma,Lazio,Hotel,melodysrl2017@pec.it,,
IT022430,"CASA CAU guest house o affittacamere",Roma,Lazio,Altro,pino@casacau.com,,
IT022435,"GP HOTEL",Roma,Lazio,Hotel,manager@exromast.com,,
IT022436,"TREVI SUITES",Roma,Lazio,Altro,primre@pec.it,,
IT022437,"MAMA HOUSE Guest House o affittacamere",Roma,Lazio,Altro,mamahouse.840@gmail.com,,
IT022443,"GUEST HOUSE O AFFITTACAMERE MAISON DELLE NAIADI",Roma,Lazio,Altro,mail@maisondellenaiadi.it,,www.maisondellenaiadi.it
IT022451,"SPLENDOR SUITE ROMA",Roma,Lazio,Altro,manager@splendorsuiterome.com,,
IT022452,"Le Terrazze di San Giovanni Guest House o Affittacamere",Roma,Lazio,Altro,prenotazioni@terrazzesangiovanni.it,,
IT022458,"DEPANDANCE MARISA 1",Roma,Lazio,Altro,marisa@bzarhotel.it,,www.hotelmarisarome.com
IT022470,"VaticanSkyrooms 'Guest House o Affittacamere'",Roma,Lazio,Altro,map972@yahoo.it,,
IT022474,"GUEST HOUSE O AFFITTACAMERE PABLO",Roma,Lazio,Altro,paulmarini1!@yahoo.it,,
IT022483,"NH COLLECTION VITTORIO VENETO HOTEL",Roma,Lazio,Hotel,nhcollectionvittorioveneto@nh-hotels.com,,
IT022487,"HOTEL CATHRINE",Roma,Lazio,Hotel,newcathrinehotel@gmail.com,,
IT022489,"GCF-Luxury Suites  Guest house o affittacamere",Roma,Lazio,Altro,oscar-srl@legalmail.it,,
IT022490,"Navona Sky Palace Guest House o Affittacamere",Roma,Lazio,Altro,navonaskypalace@gmail.com,,
IT022500,"VILLINO NOEL",Roma,Lazio,Altro,oblatevillinonoel@virgilio.it,,www.villinonoel.it
IT022506,"cesar palace 2",Roma,Lazio,Altro,nomentana55@gmail.com,,
IT022508,"Hotel Kent",Roma,Lazio,Hotel,niucoroma@gmail.com,,
IT022513,"LE STANZE DEI PAPI GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,pagilsrl@©gmail.com,,
IT022514,"THE PLACE IN ROME 9",Roma,Lazio,Altro,paulaandreia.vostinar@gmail.com,,
IT022515,"PAOLA Guest House O Affittacamere",Roma,Lazio,Altro,paola.concetti@tiscali.it,,
IT022526,"Presidential Vatican Palace Guest House o Affittacamere",Roma,Lazio,Altro,paradise.italia24@gmail.com,,
IT022531,"STARHOTELS MICHELANGELO",Roma,Lazio,Hotel,michelangelo.rm@starhotels.it,,
IT022532,"THE PLACE IN ROME 12 'GUEST HOUSE O AFFITTACAMERE'",Roma,Lazio,Altro,paulaandreia.vostinar@gmail.com,,
IT022537,"guest house o affittacamere my sweet rooms di SELVARAJ Naresh Babu",Roma,Lazio,Altro,nareshroma@gmail.com,,
IT022538,"DELLA CROCE LUXURY HOME GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,nareshroma@gmail.com,,
IT022550,"GUEST HOUSE O AFFITTACAMERE FREEDOM TRAVELLER",Roma,Lazio,Altro,montreal_35@hotmail.com,,
IT022555,"DEI QUIRITI",Roma,Lazio,Hotel,quiriti@tiscali.it,,
IT022556,"ISTITUTO ADORAZIONE DEL SACRO CUORE",Roma,Lazio,Altro,istitutoadorazione@virgilio.it,,
IT022564,"Residenza Palline Guest House o Affittacamere",Roma,Lazio,Altro,residenzapalline@ideaccomodation.com,,www.residenzapalline.com
IT022566,"AFFITTACAMERE RESIDENZA SCIARRA",Roma,Lazio,Altro,residenzasciarra@gmail.com,,https://residenza-sciarra.business.site
IT022569,"Guest  House o Affittacamere  Guest House o Affittacamere DOMUS VATICAN HOLIDAY'S",Roma,Lazio,Altro,infodomusvatican@gmail.com,,
IT022571,"GUEST HOUSE O AFFITTACAMERE PALAZZETTO TREVI 2",Roma,Lazio,Altro,residenzatrevisrl@gmail.com,,
IT022572,"GUEST HOUSE O AFFITTACAMERE PALAZZETTO TREVI A1",Roma,Lazio,Altro,residenzatrevisrl@gmail.com,,
IT022577,"Guest House o Affittacamere Residenza Vaticana di Paolo D'Aiello",Roma,Lazio,Altro,residenza_vaticana@yahoo.it,,
IT022581,"Rome Key Luxury House",Roma,Lazio,Altro,ka.mi.srl@pec.it,,
IT022587,"GUEST HOUSE O AFFITTACAMERE A CASA DI TELI",Roma,Lazio,Altro,jinzhuoer@163.com,,
IT022593,"HOTEL VILLA PAMPHILI",Roma,Lazio,Hotel,residentmanager@hotelvillapamphiliroma.com,,https://www.hotelvillapamphiliroma.com/
IT022594,"VILLA IVANA Guest House o Affittacamere",Roma,Lazio,Altro,ivanamancini1028@gmail.com,,
IT022595,"GUEST HOUSE O AFFITTACAMERE PALAZZETTO TREVI A2",Roma,Lazio,Altro,residenzatrevisrl@gmail.com,,
IT022601,"PANTHEONVIEW Guest House o Affittacamere",Roma,Lazio,Altro,rimonimsrl@legalmail.it,,
IT022607,"URBANA 47 INN:LA MACELLERIA DI BORGIO PIO GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,info@urbana47.it,,www.urbana47.it
IT022609,"hotel TRIVIHO",Roma,Lazio,Hotel,info@triviho.com,,
IT022614,"TREVI 50 HOTEL",Roma,Lazio,Hotel,info@trevi50.com,,
IT022617,"venus inn guest house o affittacamere",Roma,Lazio,Altro,info@venusrome.com,,
IT022620,"39 STEPS TREVI",Roma,Lazio,Altro,reve1@legalmail.it,,
IT022621,"59 steps trevi",Roma,Lazio,Altro,reve1@legalmail.it,,
IT022624,"THE SUITE RIPETTA 66 GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,rhome55srl@legalmail.it,,
IT022625,"VH VINCI HOUSE GUEST HOUSE o AFFITTACAMERE",Roma,Lazio,Altro,info@vincihouse.com,,www.vincihouse.com
IT022626,"VIMINALE VIEW HOTEL",Roma,Lazio,Hotel,info@viminaleviewhotel.com,,
IT022627,"HOTEL VILLA PIRANDELLO",Roma,Lazio,Hotel,info@villapirandello.it,,
IT022630,"Villa Letizia",Roma,Lazio,Altro,info@villaletizia.net,,
IT022631,"NOBLE FLOOR GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,info@villalaetitia.com,,
IT022632,"Guest House o Affittacamere RHOME 20",Roma,Lazio,Altro,rhometwenty@gmail.com,,
IT022637,"ALEPH ROME HOTEL - A CURIO COLLECTION BY HILTON",Roma,Lazio,Hotel,reservations@alephrome.com,,
IT022638,"ALBERGO MAGICA LUNA",Roma,Lazio,Hotel,m.marinelli@magicalunahotel.com,,
IT022639,"DES ARTISTES DEPENDANCE MY HOTEL",Roma,Lazio,Altro,luccisalvina@gmail.com,,
IT022641,"GUEST HOUSE O AFFITTACAMERE RESIDENZA FLAMINIO GAIO 10",Roma,Lazio,Altro,lucapetrucci87@gmail.com,,
IT022661,"HOTEL GIUGGIOLI",Roma,Lazio,Hotel,quiriti@tiscali.it,,
IT022664,"Maria Ausiliatrice",Roma,Lazio,Altro,m.accoglienza@fmairo.net,,
IT022665,"GUEST HOUSE O AFFITTACAMERE RADY DI YEASMIN ROKSANA",Roma,Lazio,Altro,radihotel@gmail.com,,
IT022669,"Suite Montani Luxury Guest House o Affittacamere",Roma,Lazio,Altro,luxuryguesthousescollection@gmail.com,,
IT022679,"GRAN FILIPPO I APARTMENTS   guest house o affittacamere",Roma,Lazio,Altro,l.stragliotto@room-matehotels.com,,
IT022683,"LA ROSA DEI VENTI DI OSTIENSE",Roma,Lazio,Altro,rersrlunipersonale@legalmail.it,,
IT022691,"guest house o affittacamere vittoriano luxury suites",Roma,Lazio,Altro,reservation.vittoriano@gmail.com,,
IT022695,"Hotel Espana",Roma,Lazio,Hotel,reservation@blamhotels.com,,
IT022707,"REGOLO ROOMS VATICAN GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,regoloroomsvatican@gmail.com,,
IT022708,"Guest House o Affittacamere Relais Indipendenza",Roma,Lazio,Altro,relais.indipendenza@veroma.it,,
IT022709,"GUEST HOUSE O AFFITTACAMERE LISA VATICAN ROOMS",Roma,Lazio,Altro,lisa.vatican.rooms@gmail.com,,
IT022711,"GUEST HOUSE O AFFITTACAMERE SEVEN MIRACLES",Roma,Lazio,Altro,relaisdante@gmail.com,,
IT022717,"Guest House o Affittacamere Monti Panisperna Suites",Roma,Lazio,Altro,lestanze@arubapec.it,,
IT022718,"CENTRO SANTA GIOVANNA ANTIDA",Roma,Lazio,Altro,info@casaperferiesga.it,,www.casaperferiesga.it
IT022719,"VILLAGGIO SAN GIUSEPPE",Roma,Lazio,Altro,suorecaldee@libero.it,,
IT022728,"Domus Aeterna Guest House o Affittacamere",Roma,Lazio,Altro,domusaeterna@libero.it,,
IT022745,"Casa per ferie SUORE STIMMATINE -ROMA",Roma,Lazio,Altro,economato@poverefiglie.it,,
IT022746,"CASA PER FERIE ISTITUTO ORSOLINE DI MARIA IMMACOLATA",Roma,Lazio,Altro,economa@orsoline.mi.it,,
IT022753,"Dulcis in Trastevere",Roma,Lazio,Altro,dulcisinnfundo@gmail.com,,
IT022763,"HOTEL PALAZZO RIPETTA.",Roma,Lazio,Hotel,direzione.generale@palazzoripetta.com,,
